_join_year,player_name_clean_nfl,school_clean_nfl,position_nfl,pfr_player_id,gsis_id,player_id,player_name_clean_jack,school_clean_jack,position_jack,name_norm
1981,Todd Thomas,North Dakota,C,ThomTo20,THO394030,18123,Todd Thomas,North Dakota,Offensive Tackle,todd thomas
1981,Ken Lanier,Florida St.,T,LaniKe20,00-0009625,18124,Ken Lanier,Florida State,Offensive Tackle,ken lanier
1981,Ken Poole,La-Monroe,DE,PoolKe20,POO319455,18125,Ken Poole,Louisiana-Monroe,Defensive End,ken poole
1981,Ricky Martin,New Mexico,WR,,,18126,Ricky Martin,New Mexico,Wide Receiver,ricky martin
1981,Jerry Boyarsky,Pittsburgh,NT,BoyaJe20,BOY031945,18127,Jerry Boyarsky,Pittsburgh,Defensive Tackle,jerry boyarsky
1981,Larry Lee,UCLA,G,LeexLa20,LEE437140,18128,Larry Lee,UCLA,Offensive Guard,larry lee
1981,Steve Clark,Kansas St.,DE,ClarSt21,,18129,Steve Clark,Kansas State,Defensive Tackle,steve clark
1981,Keith Ferguson,Ohio St.,DE,FergKe20,FER215334,18130,Keith Ferguson,Ohio State,Linebacker,keith ferguson
1981,Gary Sayre,Cameron,G,,,18131,Gary Sayre,Cameron,Offensive Guard,gary sayre
1981,Delbert Fowler,West Virginia,LB,,,18132,Delbert Fowler,West Virginia,Linebacker,delbert fowler
1981,Steve Cox,Arkansas,P,coxxxste01,COX692150,18133,Steve Cox,Arkansas,Punter,steve cox
1981,Calvin Clark,Purdue,DE,,,18134,Calvin Clark,Purdue,Defensive End,calvin clark
1981,Eric Sanders,Nevada,T,SandEr20,00-0014326,18135,Eric Sanders,Nevada,Offensive Tackle,eric sanders
1981,Danny Spradlin,Tennessee,LB,SpraDa20,SPR092287,18136,Danny Spradlin,Tennessee,Linebacker,danny spradlin
1981,Tommy Vigorito,Virginia,RB,VigoTo00,VIG415291,18137,Tommy Vigorito,Virginia,Running Back,tommy vigorito
1981,Nat Hudson,Georgia,G,HudsNa20,HUD519110,18138,Nat Hudson,Georgia,Offensive Guard,nat hudson
1981,Steve Durham,Clemson,DE,DurhSt20,DUR369148,18139,Steve Durham,Clemson,Defensive End,steve durham
1981,John Woodring,Brown,LB,WoodJo22,WOO349704,18141,John Woodring,Brown,Linebacker,john woodring
1981,Dave Ahrens,Wisconsin,LB,AhreDa20,AHR415291,18142,Dave Ahrens,Wisconsin,Linebacker,dave ahrens
1981,Johnnie Poe,Missouri,DB,PoexJo20,POE553722,18143,Johnnie Poe,Missouri,Defensive Back,johnnie poe
1981,Rex Robinson,Georgia,K,robinrex01,ROB668072,18145,Rex Robinson,Georgia,Place Kicker,rex robinson
1981,Pete Kugler,Penn St.,NT,KuglPe20,KUG415291,18146,Pete Kugler,Penn State,Defensive Tackle,pete kugler
1981,Larry Kubin,Penn St.,LB,KubiLa20,KUB622935,18147,Larry Kubin,Penn State,Linebacker,larry kubin
1981,Bubba Green,North Carolina St.,DT,GreeBu21,GRE057276,18148,Bubba Green,North Carolina State,Defensive Tackle,bubba green
1981,Reuben Henderson,San Diego St.,DB,HendRe20,HEN125368,18149,Reuben Henderson,San Diego State,Defensive Back,reuben henderson
1981,Alvin Lewis,Colorado St.,RB,,,18150,Alvin Lewis,Colorado State,Running Back,alvin lewis
1981,Mack Moore,Texas A&M,DE,MoorMa20,MOO507540,18151,Mack Moore,Texas A&M,Defensive End,mack moore
1981,Dock Luckie,Florida,DT,,,18152,Dock Luckie,Florida,Defensive Tackle,dock luckie
1981,Fulton Walker,West Virginia,DB,WalkFu20,WAL159720,18153,Fulton Walker,West Virginia,Defensive Back,fulton walker
1981,Sam Johnson,Maryland,DB,,,18154,Sam Johnson,Maryland,Defensive Back,sam johnson
1981,Bryan Hinkle,Oregon,LB,HinkBr20,00-0007492,18155,Bryan Hinkle,Oregon,Linebacker,bryan hinkle
1981,Ron Wooten,North Carolina,G,WootRo20,WOO815976,18156,Ron Wooten,North Carolina,Offensive Guard,ron wooten
1981,William Daniels,Alabama St.,DT,,,18157,William Daniels,Alabama State,Defensive Tackle,william daniels
1981,Bill Kay,Purdue,DB,KayxBi20,KAY622935,18158,Bill Kay,Purdue,Defensive Back,bill kay
1981,Ron Simmons,Florida St.,DT,,,18159,Ron Simmons,Florida State,Defensive Tackle,ron simmons
1981,Robert Holt,Baylor,WR,HoltRo20,HOL768552,18160,Robert Holt,Baylor,Wide Receiver,robert holt
1981,Bobby Duckworth,Arkansas,WR,DuckBo00,DUC474616,18161,Bobby Duckworth,Arkansas,Wide Receiver,bobby duckworth
1981,Vince Skillings,Ohio St.,DB,,,18162,Vince Skillings,Ohio State,Defensive Back,vince skillings
1981,Harry Stanback,North Carolina,DE,StanHa20,STA354016,18163,Harry Stanback,North Carolina,Defensive Tackle,harry stanback
1981,Edward O'Neal,Tuskegee,RB,,,18164,Edward O'Neal,Tuskegee,Running Back,edward o'neal
1981,Glen Redd,BYU,LB,ReddGl20,RED255564,18165,Glen Redd,BYU,Linebacker,glen redd
1981,Kevin Williams,USC,WR,WillKe22,WIL413568,18166,Kevin Williams,USC,Wide Receiver,kevin williams
1981,Louis Jackson,Cal Poly-San Luis Obispo,RB,JackLo00,JAC370148,18167,Louis Jackson,Cal Poly,Running Back,louis jackson
1981,Kenny Neil,Iowa St.,DE,NeilKe20,NEI498348,18168,Kenny Neil,Iowa State,Defensive End,kenny neil
1981,Ron Johnson,Long Beach St.,WR,JohnRo01,JOH645981,18169,Ron Johnson,Long Beach State,Wide Receiver,ron johnson
1981,Kevin Donnalley,North Dakota St.,DB,DonnKe20,DON479175,18170,Kevin Donnalley,North Dakota State,Defensive Back,kevin donnalley
1981,Bill Whitaker,Missouri,DB,WhitBi20,WHI046660,18171,Bill Whitaker,Missouri,Defensive Back,bill whitaker
1981,Ron Fellows,Missouri,DB,FellRo20,FEL474616,18172,Ron Fellows,Missouri,Defensive Back,ron fellows
1981,Alan Duncan,Tennessee,K,,,18173,Alan Duncan,Tennessee,Place Kicker,alan duncan
1981,Ron Battle,North Texas,TE,BattRo20,BAT622932,18174,Ron Battle,North Texas,Tight End,ron battle
1981,Jeff Schuh,Minnesota,LB,SchuJe20,SCH606648,18175,Jeff Schuh,Minnesota,Linebacker,jeff schuh
1981,Jeff Fisher,USC,DB,FishJe20,FIS435061,18176,Jeff Fisher,USC,Defensive Back,jeff fisher
1981,Obed Ariri,Clemson,K,aririobe01,ARI622935,18177,Obed Ariri,Clemson,Place Kicker,obed ariri
1981,Mike Daum,Cal Poly-San Luis Obispo,T,,,18178,Mike Daum,Cal Poly,Offensive Tackle,mike daum
1981,Billy Jackson,Alabama,RB,JackBi00,JAC048751,18179,Billy Jackson,Alabama,Running Back,billy jackson
1981,Steve Busick,USC,LB,BusiSt20,BUS439713,18180,Steve Busick,USC,Linebacker,steve busick
1981,Lee Spivey,SMU,T,,,18181,Lee Spivey,SMU,Offensive Tackle,lee spivey
1981,David Little,Florida,LB,LittDa00,00-0009968,18182,David Little,Florida,Linebacker,david little
1981,Don Shaver,Kutztown (PA),RB,,,18183,Don Shaver,Kutztown,Running Back,don shaver
1981,Ken Toler,Mississippi,WR,ToleKe20,,18184,Ken Toler,Ole Miss,Wide Receiver,ken toler
1981,Brad Scovill,Penn St.,TE,,,18185,Brad Scovill,Penn State,Tight End,brad scovill
1981,Eddie Johnson,Louisville,LB,JohnEd21,JOH218565,18186,Eddie Johnson,Louisville,Linebacker,eddie johnson
1981,Steve Doolittle,Colorado,LB,,,18187,Steve Doolittle,Colorado,Linebacker,steve doolittle
1981,Pete Holohan,Notre Dame,TE,HoloPe00,00-0007666,18188,Pete Holohan,Notre Dame,Tight End,pete holohan
1981,Mike Clark,Florida,DE,ClarMi21,CLA463536,18189,Mike Clark,Florida,Defensive End,mike clark
1981,Ken Miller,Eastern Michigan,DB,,,18190,Ken Miller,Eastern Michigan,Defensive Back,ken miller
1981,Doak Field,Baylor,LB,FielDo20,FIE191673,18191,Doak Field,Baylor,Linebacker,doak field
1981,Don Washington,Texas A&M-Kingsville,DB,,,18192,Don Washington,Texas A&M-Kingsville,Defensive Back,don washington
1982,Kenneth Sims,Texas,DE,SimsKe21,SIM764614,18332,Kenneth Sims,Texas,Defensive Tackle,kenneth sims
1982,Johnie Cooks,Mississippi St.,LB,CookJo20,00-0003431,18333,Johnie Cooks,Mississippi State,Linebacker,johnie cooks
1982,Chip Banks,USC,LB,BankCh01,00-0000699,18334,Chip Banks,USC,Linebacker,chip banks
1982,Art Schlichter,Ohio St.,QB,SchlAr00,SCH223882,18335,Art Schlichter,Ohio State,Quarterback,art schlichter
1982,Jim McMahon,BYU,QB,McMaJi00,00-0010997,18336,Jim McMahon,BYU,Quarterback,jim mcmahon
1982,Jeff Bryant,Clemson,DE,BryaJe20,00-0002140,18337,Jeff Bryant,Clemson,Defensive End,jeff bryant
1982,Darrin Nelson,Stanford,RB,NelsDa00,00-0011997,18338,Darrin Nelson,Stanford,Running Back,darrin nelson
1982,Mike Munchak,Penn St.,G,MuncMi00,00-0011819,18339,Mike Munchak,Penn State,Offensive Guard,mike munchak
1982,Gerald Riggs,Arizona St.,RB,RiggGe00,00-0013738,18340,Gerald Riggs,Arizona State,Running Back,gerald riggs
1982,Marcus Allen,USC,RB,AlleMa00,00-0000220,18341,Marcus Allen,USC,Running Back,marcus allen
1982,Anthony Hancock,Tennessee,WR,HancAn00,HAN036914,18342,Anthony Hancock,Tennessee,Wide Receiver,anthony hancock
1982,Walter Abercrombie,Baylor,RB,AberWa00,ABE498348,18343,Walter Abercrombie,Baylor,Running Back,walter abercrombie
1982,Lindsay Scott,Georgia,WR,ScotLi00,SCO498339,18344,Lindsay Scott,Georgia,Wide Receiver,lindsay scott
1982,Barry Redden,Richmond,RB,ReddBa00,RED319455,18345,Barry Redden,Richmond,Running Back,barry redden
1982,Jimmy Williams,Nebraska,LB,WillJi21,WIL332907,18346,Jimmy Williams,Nebraska,Linebacker,jimmy williams
1982,Luis Sharpe,UCLA,T,SharLu00,00-0014720,18347,Luis Sharpe,UCLA,Offensive Tackle,luis sharpe
1982,Sean Farrell,Penn St.,G,FarrSe20,00-0005080,18348,Sean Farrell,Penn State,Offensive Guard,sean farrell
1982,Butch Woolfolk,Michigan,RB,WoolBu00,WOO728550,18349,Butch Woolfolk,Michigan,Running Back,butch woolfolk
1982,Perry Tuttle,Clemson,WR,TuttPe00,TUT692150,18350,Perry Tuttle,Clemson,Wide Receiver,perry tuttle
1982,Mike Quick,North Carolina St.,WR,QuicMi00,QUI166116,18351,Mike Quick,North Carolina State,Wide Receiver,mike quick
1982,Gerald Willhite,San Jose St.,RB,WillGe00,WIL126009,18352,Gerald Willhite,San Jose State,Running Back,gerald willhite
1982,Ron Hallstrom,Iowa,G,HallRo20,00-0006694,18353,Ron Hallstrom,Iowa,Offensive Guard,ron hallstrom
1982,Bob Crable,Notre Dame,LB,CrabBo20,CRA040516,18354,Bob Crable,Notre Dame,Linebacker,bob crable
1982,Roy Foster,USC,G,FostRo00,00-0005467,18355,Roy Foster,USC,Offensive Guard,roy foster
1982,Rod Hill,Kentucky St.,DB,HillRo20,HIL578409,18356,Rod Hill,Kentucky State,Defensive Back,rod hill
1982,Glen Collins,Mississippi St.,DE,CollGl20,COL574224,18357,Glen Collins,Mississippi State,Defensive End,glen collins
1982,Lester Williams,Miami (FL),NT,WillLe22,WIL429723,18358,Lester Williams,Miami (FL),Defensive Tackle,lester williams
1982,Leo Wisniewski,Penn St.,NT,WisnLe20,WIS498348,18359,Leo Wisniewski,Penn State,Defensive Tackle,leo wisniewski
1982,Bubba Paris,Michigan,T,PariBu20,00-0012542,18360,Bubba Paris,Michigan,Offensive Tackle,bubba paris
1982,Brad Edelman,Missouri,G,EdelBr00,EDE415291,18361,Brad Edelman,Missouri,,brad edelman
1982,Keith Baldwin,Texas A&M,DE,BaldKe20,BAL369144,18362,Keith Baldwin,Texas A&M,Defensive End,keith baldwin
1982,Booker Reese,Bethune-Cookman,DE,ReesBo20,REE506450,18363,Booker Reese,Bethune-Cookman,Defensive End,booker reese
1982,Bruce Scholtz,Texas,LB,SchoBr20,SCH454986,18364,Bruce Scholtz,Texas,Linebacker,bruce scholtz
1982,Rohn Stark,Florida St.,P,StarRo20,00-0015572,18365,Rohn Stark,Florida State,Punter,rohn stark
1982,Jack Squirek,Illinois,LB,SquiJa20,SQU276861,18366,Jack Squirek,Illinois,Linebacker,jack squirek
1982,Doug Rogers,Stanford,DE,RogeDo22,ROG288896,18367,Doug Rogers,Stanford,Defensive End,doug rogers
1982,Jim Romano,Penn St.,C,RomaJi21,ROM276858,18368,Jim Romano,Penn State,,jim romano
1982,David Galloway,Florida,DT,GallDa21,GAL699424,18369,David Galloway,Florida,Defensive Tackle,david galloway
1982,Terry Tausch,Texas,G,TausTe20,TAU276860,18370,Terry Tausch,Texas,Offensive Tackle,terry tausch
1982,Robert Weathers,Arizona St.,RB,WeatRo00,WEA395510,18371,Robert Weathers,Arizona State,Running Back,robert weathers
1982,Andre Tippett,Iowa,LB,TippAn00,00-0016495,18372,Andre Tippett,Iowa,Linebacker,andre tippett
1982,Bobby Watkins,Texas St.,DB,WatkBo21,WAT174856,18373,Bobby Watkins,Texas State,Defensive Back,bobby watkins
1982,John Meyer,Arizona St.,T,,,18374,John Meyer,Arizona State,Offensive Tackle,john meyer
1982,Oliver Luck,West Virginia,QB,LuckOl00,LUC533943,18375,Oliver Luck,West Virginia,Quarterback,oliver luck
1982,Joe Morris,Syracuse,RB,MorrJo00,00-0011685,18376,Joe Morris,Syracuse,Running Back,joe morris
1982,Calvin Daniels,North Carolina,LB,DaniCa20,DAN456819,18377,Calvin Daniels,North Carolina,Linebacker,calvin daniels
1982,Lawrence Sampleton,Texas,TE,SampLa20,SAM191673,18378,Lawrence Sampleton,Texas,Tight End,lawrence sampleton
1982,Matt Kofler,San Diego St.,QB,KoflMa00,KOF415291,18379,Matt Kofler,San Diego State,Quarterback,matt kofler
1982,Vernon Dean,San Diego St.,DB,DeanVe20,DEA711924,18380,Vernon Dean,San Diego State,Defensive Back,vernon dean
1982,Orlando McDaniel,LSU,WR,McDaOr20,MCD098875,18381,Orlando McDaniel,LSU,Wide Receiver,orlando mcdaniel
1982,Reggie McElroy,West Texas A&M,T,McElRe20,00-0010829,18382,Reggie McElroy,West Texas A&M,Offensive Tackle,reggie mcelroy
1982,Mark Duper,Northwestern St. (LA),WR,DupeMa00,00-0004646,18383,Mark Duper,Northwestern State,Wide Receiver,mark duper
1982,Jeff Rohrer,Yale,LB,RohrJe20,ROH498348,18384,Jeff Rohrer,Yale,Linebacker,jeff rohrer
1982,Emanuel Weaver,South Carolina St.,NT,WeavEm20,WEA593265,18385,Emanuel Weaver,South Carolina State,Defensive Tackle,emanuel weaver
1982,Darryl Haley,Utah,T,HaleDa21,HAL101700,18386,Darryl Haley,Utah,Offensive Tackle,darryl haley
1982,Cedric Jones,Duke,WR,JoneCe00,JON152812,18387,Cedric Jones,Duke,Wide Receiver,cedric jones
1982,Rodney Lewis,Nebraska,DB,LewiRo20,LEW640211,18389,Rodney Lewis,Nebraska,Defensive Back,rodney lewis
1982,Eugene Marve,Saginaw Valley St.,LB,MarvEu20,00-0010488,18390,Eugene Marve,Saginaw Valley,Linebacker,eugene marve
1982,Clayton Weishuhn,Angelo State (TX),LB,WeisCl20,WEI686128,18391,Clayton Weishuhn,Angelo State,Linebacker,clayton weishuhn
1982,Carl Powell,Jackson St.,WR,,,18392,Carl Powell,Jackson State,Wide Receiver,carl powell
1982,Tim Wrightman,UCLA,TE,WrigTi00,WRI780239,18393,Tim Wrightman,UCLA,Tight End,tim wrightman
1982,Stacey Bailey,San Jose St.,WR,BailSt00,BAI622926,18394,Stacey Bailey,San Jose State,Wide Receiver,stacey bailey
